,RECORD,BBLE,LOT,EASEMENT,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,NA_COUNT_PRE,BORO,AVG_LTFRONT,AVG_LTDEPTH,AVG_STORIES,AVG_ZIP,AVG_BLDFRONT,AVG_BLDDEPTH,NA_COUNT_POST
260613,260614,1013261045,1045,,R4,2,81.0,120.0,34.0,277540,29555,124893,23489,118827,5110.0,10022.0,,100.0,100.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
138594,138595,1015771107,1107,,R4,2,125.0,102.0,14.0,110028,14724,49513,0,0,,10028.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
740415,740416,4001601048,1048,,R4,2,200.0,100.0,6.0,43552,5580,19598,0,0,,11104.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
920511,920512,2047450035,35,,A1,1,31.0,89.0,2.0,353000,11034,18637,1620,1620,1017.0,10469.0,,18.0,33.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
1014265,1014266,4056890041,41,,A1,1,40.0,100.0,2.0,510000,18155,29582,1620,1620,1017.0,11365.0,,23.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
397033,397034,1011161274,1274,,R4,2,81.0,120.0,42.0,254787,34339,114654,0,0,,10023.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
77694,77695,3051670056,56,,B9,1,20.0,100.0,2.0,408200,17631,22351,1620,1620,1017.0,11226.0,,20.0,53.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
980190,980191,4129370111,111,,A1,1,36.0,100.0,2.5,365000,13138,20320,1620,1620,1017.0,11413.0,,20.0,30.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
47417,47418,3068170070,70,,S2,1,20.0,100.0,3.0,370000,11869,21528,0,0,,11223.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
582879,582880,3018100031,31,,C0,1,18.0,100.0,3.0,649000,8302,12273,1620,1620,1017.0,11221.0,,18.0,44.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
643744,643745,3043810132,132,,B9,1,18.0,100.0,2.0,324000,9931,15620,1620,1620,1017.0,11208.0,,18.0,34.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
801806,801807,3027581003,1003,,R1,2C,33.0,101.0,5.0,73197,3961,32939,2881,31859,5114.0,11211.0,,25.0,95.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
924424,924425,5003400036,36,,A5,1,25.0,100.0,2.0,405000,13015,23532,1620,1620,1017.0,10314.0,,16.0,45.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
683449,683450,4053741036,1036,,R5,4,56.0,191.0,6.0,42308,388,19039,0,18419,5113.0,11355.0,,26.0,44.0,4,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
88811,88812,2048560035,35,,B1,1,25.0,114.0,2.0,382000,14108,22362,3240,3240,1017.0,10466.0,,21.0,44.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
1029012,1029013,3081080059,59,,B1,1,20.0,100.0,2.0,399000,13131,23815,1620,1620,1017.0,11236.0,,20.0,37.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
1042947,1042948,3054720020,20,,B1,1,39.0,100.0,3.5,1209000,47866,70488,0,0,,11204.0,,30.0,60.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
453892,453893,1018310057,57,,D7,2,50.0,100.0,19.0,0,0,0,0,0,,10026.0,,70.0,102.0,9,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
189712,189713,1006961115,1115,,R4,2,39.0,100.0,11.0,506037,45230,227717,0,0,,10001.0,,38.0,100.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
123895,123896,1012080012,12,,C0,1,20.0,100.0,3.0,6470000,75993,126720,1620,1620,1017.0,10025.0,,20.0,56.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
159760,159761,1012691140,1140,,R4,2,81.0,120.0,52.0,592631,105206,266684,105206,266684,1990.0,10019.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
534195,534196,4081710013,13,,A1,1,60.0,100.0,2.7,782000,22873,39398,3240,3240,1017.0,11362.0,,26.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
77162,77163,5036590014,14,,B2,1,42.0,112.0,1.0,506000,19174,30038,0,0,,10305.0,,25.0,49.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
616733,616734,5053910011,11,,A5,1,20.0,127.0,3.0,363000,12300,21780,1620,1620,1017.0,10312.0,,13.0,35.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
208968,208969,4048650036,36,,A2,1,37.0,100.0,1.0,628000,21321,33984,1620,1620,1017.0,11357.0,,26.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
53687,53688,4015150055,55,,B1,1,20.0,100.0,2.0,703000,17026,29775,1620,1620,1017.0,11373.0,,20.0,52.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
725106,725107,4012630015,15,,D1,2,320.0,100.0,6.0,5420000,598500,2439000,0,0,,11372.0,,320.0,75.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
970450,970451,3073160063,63,,C0,1,27.0,93.0,2.0,628000,24227,34190,0,0,,11229.0,,20.0,62.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
974669,974670,4157190036,36,,B2,1,45.0,107.0,2.0,446000,14441,23085,0,0,,11691.0,,26.0,53.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
814171,814172,3068780007,7,,B1,1,32.0,61.0,2.0,584000,21066,30528,1620,1620,1017.0,11214.0,,27.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
374578,374579,3003660056,56,,B9,1,16.0,79.0,2.0,1920000,11041,17376,0,0,,11231.0,,16.0,40.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
283510,283511,4133600017,17,,B3,1,28.0,100.0,2.5,334000,10237,16128,0,0,,11413.0,,20.0,28.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
75422,75423,5054700037,37,,B2,1,40.0,100.0,1.0,437000,13804,24422,1620,1620,1017.0,10308.0,,27.0,48.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
432108,432109,4131430044,44,,B2,1,69.0,49.0,2.0,463000,16696,26841,0,0,,11413.0,,22.0,48.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
179137,179138,2054510038,38,,A5,1,23.0,99.0,2.0,358000,12896,21081,1620,1620,1017.0,10465.0,,18.0,36.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
1014776,1014777,3032680025,25,,B2,1,20.0,100.0,2.0,448000,5095,9242,0,0,,11237.0,,20.0,46.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
312241,312242,4102220121,121,,B2,1,30.0,100.0,2.0,508000,18600,30480,0,3447,5111.0,11433.0,,23.0,62.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
140441,140442,3043360130,130,,B2,1,22.0,100.0,2.0,445000,15840,26700,0,3099,5111.0,11208.0,,19.0,54.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
95093,95094,1020090023,23,,D1,2,115.0,99.0,7.0,1990000,258750,895500,0,0,,10030.0,,115.0,90.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
804078,804079,3078110037,37,,B2,1,20.0,100.0,2.7,451000,12326,20514,0,0,,11210.0,,20.0,41.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
923742,923743,3062120057,57,,B3,1,33.0,100.0,2.5,688000,17124,29527,1620,1620,1017.0,11228.0,,22.0,30.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
585268,585269,5021120005,5,,B2,1,40.0,106.0,2.0,562000,17687,29672,0,0,,10314.0,,29.0,55.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
385915,385916,1015991401,1401,,R4,2,81.0,120.0,12.0,144083,1269,64837,555,64123,5114.0,10026.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
214113,214114,4106690121,121,,B3,1,30.0,100.0,2.0,458000,10407,18766,1620,1620,1017.0,11427.0,,20.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
293916,293917,4065481370,1370,,R2,2,41.0,104.0,3.0,40529,4990,18238,0,0,,11380.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
838163,838164,3016210047,47,,C3,2A,20.0,100.0,4.0,852000,9889,17964,0,0,,11221.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
300614,300615,2047650041,41,,C0,1,50.0,95.0,2.0,460000,15769,25275,0,0,,10469.0,,20.0,48.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
387765,387766,4023820048,48,,A1,1,24.0,100.0,2.5,448000,15462,23886,15183,15183,1015.0,11378.0,,16.0,48.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
699992,699993,4129080016,16,,A1,1,40.0,94.0,2.0,335000,11352,18109,4336,4336,1010.0,11413.0,,23.0,27.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
210916,210917,3060890042,42,,B2,1,25.0,116.0,2.0,695000,17655,29639,0,0,,11209.0,,20.0,47.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
97502,97503,3047980021,21,,A9,1,20.0,100.0,1.0,391000,8040,12626,1620,1620,1017.0,11225.0,,20.0,40.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
791401,791402,3081260036,36,,B1,1,19.0,100.0,2.0,402000,16020,24120,1620,1620,1017.0,11236.0,,19.0,46.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
944350,944351,3010520081,81,,G9,4,61.0,89.0,2.0,322000,68400,144900,0,0,,11215.0,,20.0,30.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
217236,217237,1015571002,1002,,R5,4,81.0,120.0,10.0,183570,32541,82607,0,0,,10128.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
501299,501300,3062090030,30,,A9,1,20.0,100.0,2.0,611000,13389,23575,9134,9134,1010.0,11228.0,,13.0,50.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
249903,249904,4109510102,102,,A1,1,37.0,105.0,2.5,341000,10605,16588,1620,1620,1017.0,11412.0,,22.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
163334,163335,2039292126,2126,,R4,2,49.0,107.0,8.0,23023,2463,10360,0,3838,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
108423,108424,3067720078,78,,A1,1,33.0,100.0,2.5,993000,23820,42163,1620,1620,1017.0,11229.0,,18.0,61.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
302519,302520,5044340018,18,,A5,1,50.0,100.0,2.5,439000,13266,22144,1620,1620,1017.0,10306.0,,19.0,45.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
967719,967720,2030980146,146,,A5,1,20.0,118.0,2.0,295800,10008,14952,1620,1620,1017.0,10457.0,,20.0,33.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
288989,288990,3001790048,48,,S3,2A,20.0,90.0,4.0,983000,80829,161032,0,26050,1920.0,11217.0,,20.0,64.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
448837,448838,3039250023,23,,B2,1,22.0,70.0,2.0,458000,7658,13919,1620,1620,1017.0,11208.0,,22.0,38.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
438544,438545,1014611072,1072,,R4,2,81.0,120.0,30.0,303859,17404,136737,4236,123569,5110.0,10065.0,,113.0,100.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
692085,692086,4023980065,65,,G0,1,29.0,126.0,3.0,642000,6393,6717,0,0,,11378.0,,18.0,18.0,9,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
503758,503759,2028290058,58,,C0,1,21.0,100.0,3.0,491000,6645,11694,0,0,,10453.0,,21.0,65.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
629825,629826,4047350005,5,,B2,1,40.0,100.0,2.0,742000,22265,37042,1620,1620,1017.0,11357.0,,25.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
414814,414815,3015060026,26,,B9,1,20.0,100.0,2.0,530000,10078,14554,1620,1620,1017.0,11233.0,,20.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
985182,985183,1011311059,1059,,R4,2,81.0,120.0,40.0,362554,31308,163149,0,0,,10019.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
496315,496316,3051450036,36,,B3,1,50.0,100.0,2.5,855000,20974,31796,1620,1620,1017.0,11226.0,,24.0,42.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
508635,508636,1008861120,1120,,R4,2,60.0,60.0,23.0,200707,22101,90318,2090,2090,1017.0,10016.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
608274,608275,2038000021,21,,B1,1,19.0,103.0,2.0,471000,12114,21369,0,0,,10472.0,,19.0,52.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
6901,6902,5031230051,51,,A5,1,45.0,80.0,2.0,411000,14520,24660,1620,1620,1017.0,10305.0,,15.0,50.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
138218,138219,3019900052,52,,C0,1,18.0,100.0,2.0,715000,7428,13017,1620,1620,1017.0,11216.0,,18.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
45414,45415,3062691015,1015,,R2,2,33.0,101.0,3.0,130735,7741,58831,2090,36338,1017.0,11228.0,,25.0,52.0,2,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
576666,576667,1004591104,1104,,R4,2,81.0,120.0,15.0,141480,19048,63666,0,0,,10003.0,,43.0,100.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
1003176,1003177,4162530050,50,,C0,1,60.0,100.0,2.5,673000,23350,34922,3240,3240,1017.0,11694.0,,36.0,36.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
701021,701022,4026920028,28,,A5,1,20.0,94.0,1.0,362000,13421,20851,1620,1620,1017.0,11378.0,,20.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
41545,41546,3051800026,26,,A1,1,55.0,100.0,2.5,1193000,19545,34040,1620,1620,1017.0,11226.0,,30.0,41.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
189904,189905,1001721097,1097,,R4,2,81.0,120.0,25.0,142171,16235,63977,2090,2090,1017.0,10013.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
639119,639120,2027630256,256,,K1,4,98.0,100.0,1.0,532000,63450,239400,0,0,,10474.0,,98.0,100.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
596149,596150,4010081085,1085,,R2,2,41.0,104.0,3.0,32990,5661,14846,0,0,,11370.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
662375,662376,3076150079,79,,A5,1,20.0,100.0,2.0,410000,14160,20299,0,0,,11210.0,,20.0,35.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
322330,322331,4054200051,51,,B2,1,32.0,100.0,2.0,605000,16167,27475,1620,1620,1017.0,11358.0,,18.0,55.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
257511,257512,4044240023,23,,A2,1,60.0,114.0,1.0,922000,30360,51174,1620,1620,1017.0,11357.0,,23.0,45.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
670787,670788,1018333179,3179,,R4,2,81.0,120.0,19.0,32944,5884,14825,5884,11593,1015.0,10025.0,,70.0,102.0,2,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
622509,622510,3030450001,1,,K1,4,25.0,100.0,1.0,286000,45450,128700,0,0,,11206.0,,25.0,100.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
897039,897040,4091771053,1053,,R2,2,41.0,104.0,4.0,28530,5558,12839,0,0,,11418.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
485402,485403,4050220018,18,,D1,2,200.0,186.0,6.0,4330000,333450,1948500,0,0,,11354.0,,200.0,186.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
500594,500595,4076620011,11,,A0,1,46.0,100.0,1.7,642000,16953,28124,0,0,,11364.0,,32.0,24.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
735656,735657,4163140001,1,,A1,1,60.0,100.0,2.0,1004000,37800,60240,0,0,,11694.0,,30.0,50.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
980214,980215,1020680066,66,,C0,1,22.0,90.0,3.0,1480000,14464,24052,0,0,,10032.0,,22.0,52.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
213202,213203,3048000068,68,,C0,1,20.0,110.0,3.0,652000,21540,39120,0,0,,11203.0,,20.0,62.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
980836,980837,4122470051,51,,B3,1,33.0,100.0,2.0,404000,6587,11621,1620,1620,1017.0,11434.0,,20.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
396752,396753,4128010055,55,,B3,1,40.0,100.0,1.6,404000,12853,21369,3240,3240,1017.0,11411.0,,24.0,40.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
822073,822074,3013420063,63,,V0,1B,18.0,107.0,3.0,192900,2419,2419,2419,2419,1501.0,11213.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
884639,884640,2034321833,1833,,R3,1A,49.0,107.0,3.0,220016,952,13201,0,0,,10473.0,,18.0,48.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
711575,711576,4110410022,22,,A1,1,30.0,100.0,2.5,364000,9393,17010,1620,1620,1017.0,11412.0,,20.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
429516,429517,4017800025,25,,B2,1,25.0,125.0,2.0,641000,13532,22414,1620,1620,1017.0,11368.0,,20.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
530057,530058,4026980078,78,,A5,1,35.0,100.0,2.0,402000,13755,21856,6518,6518,1010.0,11378.0,,18.0,34.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
780615,780616,1009270036,36,,S2,1,20.0,97.0,4.0,8300000,81492,135820,7380,7380,1010.0,10010.0,,20.0,61.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
833862,833863,4028930006,6,,A5,1,20.0,92.0,2.0,459000,13412,19988,0,0,,11373.0,,20.0,36.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
615693,615694,2039441180,1180,,R4,2,49.0,107.0,12.0,26112,3518,11750,0,2332,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
837039,837040,3086730013,13,,B2,1,25.0,100.0,2.0,606000,12811,21565,1620,1620,1017.0,11235.0,,18.0,54.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
256167,256168,3018910079,79,,Z9,4,25.0,84.0,3.0,51000,22500,22950,0,0,,11205.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
131924,131925,2042460012,12,,C0,1,29.0,81.0,2.5,420000,15341,23688,0,0,,10461.0,,22.0,48.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
969984,969985,4045050029,29,,K4,4,61.0,100.0,2.0,632000,73350,284400,0,0,,11357.0,,40.0,50.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
887147,887148,3061760031,31,,C0,1,25.0,100.0,2.0,745000,23223,36120,1620,1620,1017.0,11228.0,,21.0,58.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
733642,733643,5005800171,171,,B2,1,25.0,107.0,2.0,395000,12986,21828,0,0,,10304.0,,25.0,30.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
348936,348937,4006930106,106,,S9,2A,20.0,80.0,3.0,668000,42122,75639,0,0,,11103.0,,20.0,50.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
168283,168284,3073040033,33,,A5,1,20.0,100.0,2.0,494000,16028,25297,1620,1620,1017.0,11229.0,,16.0,38.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
187100,187101,3065900001,1,,B2,1,40.0,100.0,2.0,1046000,27975,43545,0,0,,11230.0,,24.0,57.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
892586,892587,4120070234,234,,A1,1,23.0,100.0,2.5,290000,7495,12211,0,0,,11436.0,,16.0,37.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
348808,348809,4079910019,19,,A1,1,30.0,95.0,2.5,435000,12182,19699,1620,1620,1017.0,11426.0,,20.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
665692,665693,2049290011,11,,B1,1,22.0,91.0,3.0,437000,14072,25516,0,0,,10466.0,,22.0,45.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
690796,690797,1011651807,1807,,R4,2,81.0,120.0,17.0,122119,7296,54954,0,0,,10023.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
863731,863732,5057410190,190,,A5,1,22.0,25.0,3.0,307000,5289,9608,1620,1620,1017.0,10312.0,,21.0,25.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
647046,647047,5036110016,16,,B2,1,60.0,100.0,1.7,598000,16914,28816,1620,1620,1017.0,10306.0,,38.0,35.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
357696,357697,4114441088,1088,,R3,1A,41.0,104.0,1.0,310671,944,9822,944,1620,1017.0,11414.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
503125,503126,1010061018,1018,,R4,2,101.0,119.0,37.0,147866,15936,66540,0,0,,10019.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
552914,552915,5046020007,7,,A2,1,40.0,100.0,2.0,524000,16956,28569,0,1716,5111.0,10308.0,,24.0,44.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
905809,905810,3054241002,1002,,R4,2,33.0,101.0,6.0,127290,6806,57281,5421,55896,5113.0,11230.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
1003614,1003615,3076190017,17,,C0,1,40.0,100.0,2.7,546000,18101,27302,1620,1620,1017.0,11210.0,,31.0,36.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
514206,514207,3018380074,74,,C3,2A,18.0,74.0,3.0,627000,9077,16497,2090,2090,1017.0,11216.0,,18.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
160436,160437,4018560048,48,,C0,1,29.0,100.0,3.0,869000,23843,41356,0,0,,11373.0,,21.0,57.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
107143,107144,3033281038,1038,,R4,2,33.0,101.0,13.0,60490,8913,27221,5968,24276,5114.0,11237.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
639626,639627,4091670043,43,,B3,1,30.0,100.0,2.0,414000,14475,21792,1620,1620,1017.0,11417.0,,22.0,30.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
577673,577674,3018991406,1406,,R4,2,33.0,101.0,7.0,223171,11005,100427,8062,97484,5114.0,11205.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
598706,598707,5031731139,1139,,R3,1A,48.0,109.0,1.0,410898,3833,20469,0,0,,10304.0,,25.0,40.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
138333,138334,3071450014,14,,A1,1,20.0,100.0,2.0,426000,8948,14223,1620,1620,1017.0,11223.0,,14.0,23.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
324786,324787,3020200058,58,,G1,4,82.0,101.0,2.0,1470000,83250,661500,0,0,,11238.0,,82.0,101.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
454670,454671,3050150028,28,,B3,1,20.0,100.0,2.5,439000,10584,18585,1620,1620,1017.0,11210.0,,13.0,48.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
812498,812499,1011691018,1018,,R2,2,81.0,120.0,5.0,118786,25788,53454,0,0,,10024.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
26028,26029,4035710032,32,,A2,1,25.0,100.0,1.0,374000,13745,20160,1620,1620,1017.0,11385.0,,20.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
565403,565404,3033090037,37,,S9,2B,25.0,90.0,4.0,457000,1312,43126,0,0,,11237.0,,25.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1016261,1016262,4048810052,52,,A2,1,37.0,100.0,1.0,680000,19837,34946,1620,1620,1017.0,11357.0,,22.0,52.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
65150,65151,4055250027,27,,A1,1,30.0,116.0,2.5,528000,15271,25516,15271,19188,1010.0,11358.0,,20.0,28.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
189525,189526,3080020019,19,,B1,1,19.0,100.0,3.0,500000,14562,26476,14562,14858,1017.0,11236.0,,19.0,53.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
412868,412869,3088150017,17,,V1,4,38.0,130.0,3.0,504336,226951,226951,0,0,,11220.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
794782,794783,3064240074,74,,B3,1,18.0,96.0,2.0,569000,15528,26533,1620,1620,1017.0,11228.0,,18.0,35.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
527197,527198,4065481108,1108,,R2,2,41.0,104.0,3.0,41646,5129,18741,0,0,,11367.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
862791,862792,3051990125,125,,V0,1B,1.0,100.0,3.0,61320,57,57,0,0,,11220.0,,25.0,52.0,10,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
777201,777202,3056540050,50,,C0,1,24.0,100.0,3.0,833000,19133,34275,1970,3120,1017.0,11219.0,,20.0,57.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
167141,167142,2037530047,47,,C0,1,43.0,100.0,2.0,472000,14870,24202,0,0,,10472.0,,20.0,50.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
915666,915667,3055200024,24,,B2,1,24.0,100.0,2.0,793000,17067,27453,16967,16967,1015.0,11204.0,,20.0,62.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
879590,879591,1002150001,1,,E9,4,25.0,88.0,5.0,1100000,154800,495000,0,0,,10013.0,,25.0,88.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
719127,719128,5053240037,37,,C1,2B,107.0,114.0,2.0,0,0,0,0,0,,10312.0,,69.0,45.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
